data_split,vnf_profile,vCPU_cores,VNF_memory_MB,Link_Capacity_limit_Mbps,offered_load_pps,offered_load_mbps,VNF_cpu_utilization_pct,VNF_memory_utilization_pct,vfw_forwarded_packets_per_sec,vfw_dropped_packets_per_sec,MQTT_package_latency_p99_ms,MQTT_package_loss_pct,MQTT_devices_connected
train,vfw,2,768,60,12313.1426,60.0009,14.4068,25.82,4265.1598,10522.7058,0.0331,0.5331,50.0
train,vfw,1,896,99999,18976.1949,126.9108,48.3961,24.2514,10216.9778,11415.3778,0.0016,0.0,50.0
train,vfw,3,896,99999,18961.499,126.9643,15.7654,25.8742,9343.1709,9957.2113,0.1058,0.0,50.0
train,vfw,3,768,40,10137.1037,39.9784,8.815,24.7806,1268.9059,8058.9009,0.2142,0.7997,50.0
train,vfw,2,384,30,8997.7423,30.0088,12.9497,38.3689,1243.0179,9206.82,0.0438,0.9329,50.0
train,vfw,1,1024,65,12847.4545,64.9374,27.254,23.9709,4130.9074,9926.1524,0.0485,0.4663,50.0
train,vfw,1,256,25,8455.8846,25.0163,32.9571,49.6047,365.0,8868.5781,0.0872,0.9992,48.0
train,vfw,3,640,30,9077.6397,30.0151,7.1614,24.7557,1404.2159,9157.7698,0.116,0.9331,50.0
train,vfw,2,1024,45,10691.5434,45.0034,13.4338,25.4643,2707.768,9973.1902,0.0767,0.7327,50.0
train,vfw,3,896,80,14459.6127,79.9864,14.3135,25.3251,4203.1889,9604.7984,0.1479,0.2665,50.0
train,vfw,1,768,55,11716.6428,54.9799,30.4911,24.1636,3616.2821,10149.4902,0.032,0.5998,50.0
train,vfw,4,512,100,16603.3558,100.0159,12.5926,28.7877,7027.1271,11258.7069,0.0141,0.0,50.0
train,vfw,3,256,100,16593.7127,99.9944,16.9483,51.2346,7974.8099,11415.3778,0.0141,0.0,50.0
train,vfw,3,768,70,13390.3618,70.0073,11.2018,25.6413,4588.3584,9872.1483,0.1909,0.3998,50.0
train,vfw,1,1024,99999,18977.0222,126.9086,40.5556,24.9931,10021.5111,11151.2889,0.0015,0.0,50.0
train,vfw,1,384,80,14427.8259,79.936,46.5133,36.8681,5269.3333,10493.4182,0.0221,0.2666,50.0
train,vfw,2,512,50,11207.3856,49.9468,15.6067,24.5631,2553.2804,9240.673,0.0047,0.6667,50.0
train,vfw,4,896,90,15540.8493,90.0554,11.3521,28.5556,7021.1992,11047.3078,0.0605,0.1354,50.0
train,vfw,2,768,45,10686.6956,44.9933,12.7308,25.2687,2463.8629,9611.4989,0.0402,0.733,50.0
train,vfw,3,640,65,12842.7247,65.0128,9.4803,25.7036,4471.8607,10329.9673,0.034,0.4666,50.0
train,vfw,1,256,35,9548.5656,34.9758,36.3556,49.4913,1162.6549,8500.1463,0.1632,0.866,48.0
train,vfw,1,640,75,13908.4485,75.0358,38.656,25.1888,5681.0616,10996.7582,0.0168,0.3333,50.0
train,vfw,3,384,25,8517.0391,24.9993,8.202,38.2777,439.9795,7326.5778,0.0,1.0,50.0
train,vfw,1,896,30,8992.2795,29.9881,21.4778,23.5862,861.7762,9107.2452,0.0623,0.9328,50.0
train,vfw,2,768,90,15549.9391,89.9687,19.3825,25.3621,5756.5074,10277.2071,0.0189,0.1333,50.0
train,vfw,1,896,70,13378.532,69.9631,31.4794,24.1058,5188.6459,10769.9137,0.0349,0.3998,50.0
train,vfw,2,768,50,11227.4038,49.9872,14.8769,25.1781,3109.5594,9974.5299,0.0378,0.6664,50.0
train,vfw,4,256,65,12786.6883,64.9742,7.6115,55.3683,3765.9168,9478.6436,0.0479,0.4663,50.0
train,vfw,1,768,45,10612.6187,44.9712,28.1193,23.685,2278.3862,9278.2493,0.0359,0.733,50.0
train,vfw,3,640,60,12303.8742,60.0065,9.1913,25.2782,3450.8726,9569.3024,0.0779,0.5332,50.0
train,vfw,3,896,65,12846.1995,65.0056,10.3245,25.6478,3683.5484,9863.6723,0.2195,0.4664,50.0
train,vfw,1,256,95,16047.4079,94.7578,51.8153,48.7029,7021.7523,11007.1448,0.0192,0.0666,50.0
train,vfw,1,768,100,16666.4645,99.9965,44.0308,25.0712,7739.9055,11415.3778,0.0143,0.0,50.0
train,vfw,2,1024,60,12306.4088,59.9829,15.1302,25.842,4057.1296,9958.135,0.0595,0.5329,50.0
train,vfw,1,896,35,9540.3282,34.9718,22.3555,23.7551,1429.4535,8730.1239,0.0589,0.8661,50.0
train,vfw,4,256,50,11141.4398,49.9864,7.6254,54.8366,3350.059,10057.9681,0.0623,0.6661,50.0
train,vfw,4,640,65,12757.123,65.0259,8.9147,27.8636,4531.6099,9387.2473,0.1096,0.4667,50.0
train,vfw,4,640,40,10009.3737,39.9978,7.034,27.6591,2093.9799,7587.7006,0.1778,0.7995,50.0
train,vfw,4,512,55,11640.3805,55.0186,8.4422,27.7956,3538.2031,8337.241,0.0938,0.5995,50.0
train,vfw,1,640,70,13347.5451,69.997,38.4691,24.3268,4891.0652,10469.6793,0.0174,0.3999,50.0
train,vfw,2,256,99999,18974.1015,126.9789,29.3463,50.6102,6890.7147,7750.4541,0.0496,0.0,50.0
train,vfw,1,768,100,16667.6766,100.0054,44.6277,24.8386,7818.8099,11415.3778,0.0143,0.0,50.0
train,vfw,2,1024,100,16614.2896,99.9912,17.9217,26.0695,6856.0657,10784.2839,0.0141,0.0,50.0
train,vfw,1,512,99999,18992.1348,126.9797,55.674,23.1782,9637.3,10727.3024,0.0013,0.0,50.0
train,vfw,4,1024,45,10652.5422,45.0339,6.7712,27.9365,2809.7569,9964.6112,0.3223,0.7336,49.0
train,vfw,4,896,45,10619.7887,45.0177,7.4468,27.4698,1605.7993,8101.7702,0.2696,0.7334,49.0
train,vfw,3,384,70,13368.0126,70.0037,12.4304,38.2359,4852.8163,9868.2139,0.0085,0.4,50.0
train,vfw,2,512,90,15563.7951,89.9449,20.5254,25.2136,6332.6042,10621.8026,0.0123,0.1333,50.0
train,vfw,2,640,60,12304.2437,59.9638,16.9252,24.7274,3687.9211,9853.7909,0.0199,0.5332,50.0
train,vfw,4,640,65,12754.9964,65.012,9.049,28.0393,4304.3437,9405.3504,0.0384,0.4667,50.0
train,vfw,3,512,90,15523.2724,90.0088,12.4554,25.2253,6053.5856,10439.1746,0.0107,0.1333,50.0
validation,vfw,3,512,25,8491.9111,24.9941,6.7481,24.4858,399.2667,6052.3778,0.086,0.9992,50.0
train,vfw,1,512,45,10576.4753,44.9928,33.192,24.3577,2644.254,9697.6333,0.0038,0.7333,50.0
train,vfw,4,256,95,16075.9432,94.9557,11.9226,56.345,6697.8289,10734.3176,0.019,0.0666,50.0
train,vfw,3,896,100,16632.2296,100.0073,12.3628,26.9271,7335.0451,11363.8379,0.0397,0.0,50.0
train,vfw,3,1024,30,9026.1183,29.9863,9.0223,24.8087,768.4551,8110.6554,0.3266,0.9326,50.0
train,vfw,2,768,85,15009.3911,84.9608,18.3366,25.3295,5049.1661,9588.0014,0.0213,0.1999,50.0
train,vfw,3,512,50,11231.856,50.0034,9.5279,24.8969,2374.5905,8947.386,0.0432,0.6667,50.0
train,vfw,2,256,25,8388.4242,25.0006,13.7404,53.0976,1002.8693,9254.5749,0.0919,0.9991,50.0
train,vfw,2,384,99999,18975.7686,126.988,29.8264,38.3426,8680.1158,9756.9808,0.0015,0.0,50.0
train,vfw,2,384,45,10625.8004,44.9813,17.9807,38.008,2567.1282,9577.3786,0.0375,0.733,50.0
train,vfw,3,640,90,15530.9545,89.9908,12.9084,25.3206,6007.9526,10380.5303,0.0368,0.1333,50.0
train,vfw,4,640,85,14940.0355,84.97,10.6144,28.4472,5113.2401,9243.8057,0.0551,0.2005,50.0
train,vfw,1,384,65,12783.1787,64.9469,41.663,36.8745,4279.8717,10282.2986,0.0257,0.4665,50.0
train,vfw,4,640,65,12759.6485,65.0021,9.2279,28.2396,4506.7475,8968.8179,0.1095,0.4667,50.0
train,vfw,2,896,85,15009.0666,84.9811,18.3479,25.7339,5856.8459,10363.2725,0.075,0.1999,50.0
train,vfw,4,1024,40,10108.6436,40.0207,7.5319,27.7865,2322.8854,9781.0355,0.3504,0.8,49.0
train,vfw,3,640,65,12841.943,64.9942,10.8428,25.071,3933.8181,9608.1526,0.0975,0.4666,50.0
train,vfw,3,256,70,13352.2151,69.9868,14.5374,51.5948,4951.8511,9224.2383,0.0085,0.4,50.0
train,vfw,1,640,80,14453.3403,80.03,42.2382,24.7109,5487.6878,10786.5553,0.0164,0.2666,50.0
train,vfw,2,1024,60,12307.7979,60.0039,15.5629,25.6525,3020.1663,9295.2135,0.0596,0.5329,50.0
train,vfw,2,1024,70,13385.968,70.0073,15.5767,25.6723,4893.1768,10541.1605,0.0482,0.3997,50.0
train,vfw,3,640,90,15534.6186,90.0021,12.8513,25.7902,6331.8337,10724.2708,0.0289,0.1333,50.0
train,vfw,2,640,75,13930.7836,74.9574,18.5916,25.146,5462.34,10606.4422,0.0177,0.3333,50.0
train,vfw,1,896,40,10090.1037,39.983,24.421,23.7806,2289.7138,9654.5405,0.0554,0.7995,50.0
train,vfw,3,768,30,9066.8752,29.9921,7.5408,25.3399,1463.1366,8408.3714,0.2874,0.933,50.0
train,vfw,4,768,35,9491.404,34.9964,6.1989,27.4344,1346.5325,7814.2546,0.2538,0.8662,50.0
train,vfw,3,768,40,10156.3692,39.998,8.4454,25.4163,1825.7716,8269.1478,0.3556,0.7997,50.0
train,vfw,2,512,60,12307.1764,59.9562,16.9084,24.8616,4499.4204,9979.9633,0.0066,0.5333,50.0
train,vfw,2,384,85,15001.7254,84.9581,25.3483,37.3827,6021.9688,10541.6634,0.0484,0.1999,50.0
train,vfw,4,384,99999,18980.9401,126.9177,13.4268,40.386,8963.7712,10021.1552,0.0015,0.0,50.0
train,vfw,2,256,55,11687.2247,54.9877,19.335,51.5429,3201.1768,9604.8865,0.0608,0.5995,50.0
train,vfw,2,512,45,10649.3732,44.9137,14.5628,24.5848,1700.4889,8520.7059,0.0038,0.7333,50.0
train,vfw,1,1024,95,16137.019,94.9097,34.3334,24.1336,7444.6099,11415.3778,0.0192,0.0666,50.0
train,vfw,2,640,70,13389.2064,69.9652,18.1647,24.9386,4047.5816,9534.8566,0.0184,0.3999,50.0
train,vfw,1,768,95,16113.1976,94.9764,43.2882,24.3788,6694.0985,10628.749,0.0601,0.0666,50.0
test,vfw,4,256,99999,18969.8889,126.9415,14.0833,55.2937,6537.6444,7259.7778,0.0014,0.0,50.0
train,vfw,3,256,80,14433.9891,79.9947,14.3649,51.6975,5744.5598,9986.5451,0.0104,0.2667,50.0
train,vfw,4,512,45,10535.1191,44.9981,7.6606,27.8887,2345.1526,7163.1035,0.1666,0.7327,50.0
train,vfw,2,896,70,13388.6289,69.9898,16.4358,25.5749,4668.6041,10405.0232,0.0383,0.3998,50.0
train,vfw,3,768,75,13918.1424,74.9916,11.4969,25.5158,4549.1009,9762.8115,0.1029,0.3332,50.0
train,vfw,2,768,40,10148.2002,39.979,14.0266,25.0853,1833.4981,9022.0559,0.1297,0.7997,50.0
train,vfw,2,896,85,15005.1015,84.9855,19.3747,25.9201,6020.9731,10903.1686,0.0262,0.1999,50.0
train,vfw,1,512,80,14435.7748,80.0383,45.0552,24.9479,5985.298,10540.7669,0.0104,0.2667,50.0
train,vfw,1,512,55,11678.0094,55.0033,37.3705,24.3114,3430.6694,9874.7978,0.0057,0.6,50.0
train,vfw,4,768,65,12788.2044,65.0348,10.1415,28.2277,4630.363,9900.3175,0.1432,0.4672,50.0
train,vfw,2,768,80,14472.8352,79.9814,18.3139,25.2468,5910.7275,10930.6412,0.0236,0.2666,50.0
train,vfw,1,256,50,11149.6093,49.8776,39.5183,49.3412,2307.4197,8854.1056,0.0629,0.6661,49.0
train,vfw,4,256,85,14974.3368,84.9706,9.8597,56.1725,6149.3955,10943.5379,0.0301,0.1998,50.0
train,vfw,4,256,75,13880.7314,74.9645,10.2248,55.5035,5016.5814,10213.4932,0.0383,0.3331,50.0
train,vfw,2,768,35,9599.0219,34.978,14.1969,24.7296,1250.5043,8989.7296,0.045,0.8663,50.0
train,vfw,3,768,55,11772.1699,54.9946,9.9195,25.1861,2442.7313,8509.6061,0.2632,0.5998,50.0
train,vfw,1,512,90,15544.4083,90.0738,50.086,25.4012,6961.1072,11277.1935,0.0124,0.1333,50.0
train,vfw,2,768,40,10148.5453,40.0044,13.6885,24.8435,2214.6449,9704.3724,0.0426,0.7997,50.0
train,vfw,2,1024,99999,18966.7543,126.9832,28.8746,25.7699,8602.11,11415.3778,0.0016,0.0,50.0
train,vfw,1,640,90,15554.5232,90.032,44.6328,24.8808,6913.086,11110.0852,0.0153,0.1333,50.0
train,vfw,3,512,75,13929.0794,75.0063,11.6832,25.2523,5233.5707,10103.2516,0.1339,0.3333,50.0
train,vfw,3,384,45,10671.0108,44.9951,11.5544,38.3346,2488.8746,8539.9069,0.0038,0.7333,50.0
train,vfw,1,384,45,10595.4028,44.9485,38.2804,36.4523,2291.8442,9289.8787,0.0358,0.733,49.0
train,vfw,2,512,85,15017.4757,84.9535,21.2522,24.8382,6286.352,10918.4876,0.0114,0.2,50.0
train,vfw,2,1024,80,14458.0684,79.9807,19.3296,25.7173,5348.8353,10317.7922,0.0368,0.2665,50.0
train,vfw,3,512,30,9079.4785,30.0076,7.6675,24.8429,1508.0534,9469.7882,0.001,0.9333,50.0
train,vfw,2,1024,100,16614.5397,99.9771,18.6556,25.7469,6747.298,10397.237,0.0141,0.0,50.0
train,vfw,2,768,25,8521.0271,24.9924,11.9004,24.8154,874.3219,9303.5215,0.0497,0.9996,50.0
train,vfw,1,384,99999,18970.321,126.9529,58.5499,36.4557,10216.9778,11251.6456,0.0014,0.0,50.0
train,vfw,2,896,25,8517.1492,24.9661,12.2151,25.2452,364.2,8591.7536,0.0746,0.9994,50.0
train,vfw,2,768,80,14475.1471,79.9654,18.6945,25.5066,5681.2691,10289.2421,0.1016,0.2666,50.0
train,vfw,2,256,75,13892.2552,75.0096,20.9272,50.686,5254.1285,10472.3836,0.04,0.333,50.0
train,vfw,1,896,60,12282.45,59.9651,29.0867,23.9819,4110.3274,10297.6288,0.0417,0.533,50.0
train,vfw,1,256,25,8456.294,25.0098,33.197,49.5597,374.0,8329.7303,0.0872,0.9992,48.0
train,vfw,3,896,55,11761.0374,54.9976,8.9973,25.9773,2719.2414,8957.3886,0.3164,0.5996,50.0
train,vfw,1,640,90,15553.5314,90.025,44.0612,24.809,6548.7932,10947.3177,0.0153,0.1333,50.0
train,vfw,3,1024,55,11752.71,54.9987,11.4013,25.566,2595.8107,8971.087,0.2987,0.5995,50.0
train,vfw,4,1024,85,15008.0115,85.0848,10.4126,27.8471,5912.0979,10579.1444,0.0981,0.2025,50.0
train,vfw,2,1024,70,13382.9618,69.9975,16.3044,25.8728,4907.2579,10663.9789,0.0198,0.3997,50.0
train,vfw,4,640,80,14413.1928,80.0158,10.0593,28.3224,5472.4283,9870.3166,0.0687,0.2671,50.0
train,vfw,3,512,99999,18948.56,126.9222,17.5353,24.998,7549.3395,8399.741,0.0015,0.0,50.0
train,vfw,4,768,60,12237.6912,60.0295,9.2348,27.9267,3973.5613,9397.4554,0.1731,0.5337,50.0
train,vfw,3,896,65,12851.9926,65.0115,11.0326,25.6136,3215.2648,8830.6186,0.3262,0.4664,50.0
train,vfw,2,640,30,9052.1476,29.9893,12.8334,24.6344,840.7244,9125.287,0.0241,0.9331,50.0
train,vfw,1,512,95,16100.1488,95.0871,50.7186,25.7005,7473.0561,11415.3778,0.0134,0.0667,50.0
train,vfw,1,512,90,15546.9555,90.0908,48.698,25.1783,6986.6416,11415.3778,0.0124,0.1333,50.0
train,vfw,3,1024,95,16086.9263,95.0308,12.6884,26.1944,5242.9956,11239.1017,0.0471,0.0666,50.0
train,vfw,2,640,70,13389.1482,69.9695,19.783,25.3006,4703.811,10273.656,0.0184,0.3999,50.0
train,vfw,2,768,85,15014.966,84.9728,18.4629,25.5465,6453.7337,11004.5137,0.0212,0.1999,50.0
train,vfw,2,896,85,15003.1786,84.9803,17.0891,25.5945,5704.6895,10300.4465,0.0262,0.1999,50.0
train,vfw,1,640,40,10044.9436,39.9753,27.5237,23.9594,1429.7508,8673.0475,0.0204,0.7998,50.0
train,vfw,3,384,90,15510.1727,89.9729,12.8393,38.4722,6132.8074,10226.7803,0.0123,0.1333,50.0
train,vfw,3,640,90,15528.9203,89.9874,12.9296,25.3054,6054.0865,10382.6872,0.0228,0.1333,50.0
train,vfw,4,1024,50,11193.7349,50.0247,7.4498,27.6864,3507.7847,10391.2312,0.2943,0.6672,49.0
train,vfw,2,768,35,9599.5754,34.977,13.6042,24.8776,1510.1123,9068.2571,0.0449,0.8663,50.0
train,vfw,2,768,40,10141.7225,39.9786,13.465,25.0578,1674.6567,8887.9296,0.0426,0.7997,50.0
train,vfw,4,768,55,11686.9041,55.0198,9.3499,28.0031,3524.1816,9190.7822,0.18,0.6002,50.0
train,vfw,4,384,60,12214.5024,59.9894,8.7148,41.8224,3934.2548,9306.3907,0.0688,0.5329,50.0
train,vfw,1,1024,65,12847.7041,64.9409,27.7463,23.9002,4226.3255,10096.9443,0.0485,0.4663,50.0
train,vfw,3,896,90,15558.2389,90.0305,11.4436,26.4188,5930.025,11136.8261,0.1015,0.1333,50.0
train,vfw,4,1024,50,11193.2567,50.0299,7.3245,27.6297,2919.7385,9735.9729,0.2943,0.6672,49.0
test,vfw,1,1024,25,8447.3778,24.9957,19.0889,25.1562,414.9333,5943.7778,0.1621,0.9992,50.0
train,vfw,1,896,60,12282.86,59.9684,30.1341,24.1053,4161.7216,10359.3035,0.0417,0.533,50.0
train,vfw,2,1024,45,10694.5166,44.9953,13.7526,25.6512,2609.202,9714.0602,0.0767,0.7327,50.0
train,vfw,3,1024,85,14999.9371,84.9793,11.8028,26.5845,5514.5231,10243.9489,0.0919,0.1998,50.0
train,vfw,3,768,45,10686.2914,44.9795,10.3645,24.7673,1730.1582,8124.5534,0.3106,0.733,50.0
train,vfw,3,256,65,12817.3434,64.9913,13.1451,51.5608,4033.3564,8603.2214,0.0075,0.4667,50.0
train,vfw,1,1024,90,15587.6302,89.9207,30.9903,24.3371,6691.9588,11079.5182,0.0241,0.1332,50.0
train,vfw,2,384,70,13362.9447,69.9737,19.7374,37.813,4268.2212,9733.7975,0.0269,0.3998,50.0
train,vfw,2,512,60,12304.0905,59.9569,16.8626,24.5487,3268.8611,9422.3336,0.0074,0.5333,50.0
train,vfw,4,256,35,9495.47,34.9899,5.9791,54.214,1948.3649,9514.8784,0.0768,0.866,50.0
train,vfw,2,896,99999,18971.2064,126.9828,29.7247,25.7385,8726.5799,11209.8983,0.0016,0.0,50.0
train,vfw,2,256,60,12237.0759,59.9907,19.693,51.4517,3969.7586,9889.5459,0.0556,0.5329,50.0
train,vfw,3,512,60,12304.7523,60.0022,7.9452,25.0038,3576.5194,9685.0787,0.0067,0.5333,50.0
train,vfw,3,1024,99999,18987.8667,127.0204,16.1704,26.1593,10009.8222,11126.1111,0.0014,0.0,50.0
train,vfw,4,384,65,12764.0575,64.9951,10.3646,41.9773,4693.191,9919.8765,0.062,0.4663,50.0
train,vfw,3,384,30,9054.8721,29.9984,8.3344,38.2806,635.5249,7448.2878,0.001,0.9333,50.0
train,vfw,1,896,35,9547.845,34.9734,22.6392,23.7615,1067.2245,8352.0245,0.1567,0.8661,50.0
train,vfw,2,512,95,16115.1629,94.9346,22.9885,25.0828,6835.5662,10484.6611,0.14,0.0667,50.0
train,vfw,3,256,50,11184.7933,49.9609,11.986,51.7699,2287.8024,6924.9252,0.0834,0.6667,50.0
train,vfw,2,768,100,16631.2757,99.9641,21.3863,25.6305,7639.8131,11390.8101,0.0141,0.0,50.0
train,vfw,3,768,65,12851.5421,65.0133,9.393,26.0171,4188.0048,9817.5509,0.1673,0.4665,50.0
train,vfw,2,640,60,12307.7414,59.9791,18.6717,25.2592,4141.4535,10367.9154,0.0199,0.5332,50.0
train,vfw,1,640,65,12795.8316,64.9934,35.7222,24.4111,3798.2297,9584.1497,0.0179,0.4666,50.0
train,vfw,3,384,99999,18966.6318,126.9312,14.8185,38.4535,7905.5506,8773.4216,0.0015,0.0,50.0
train,vfw,4,384,90,15517.4129,89.992,11.3504,42.5579,6503.2876,10677.6298,0.0278,0.1332,50.0
train,vfw,3,256,85,14968.7719,84.9779,17.7017,51.3219,6075.1718,10182.7767,0.0113,0.2,50.0
train,vfw,2,512,100,16645.5278,99.9238,23.3218,25.1942,7693.1623,11108.1547,0.0141,0.0,50.0
train,vfw,4,896,80,14446.5386,80.0487,9.9077,28.0085,5797.3208,10634.7927,0.107,0.2683,50.0
train,vfw,2,384,99999,18970.1302,126.981,28.3512,37.8689,7601.6047,8562.3819,0.0015,0.0,50.0
train,vfw,2,896,60,12296.1185,59.9666,15.4676,25.4056,3098.091,9551.6121,0.0464,0.533,50.0
train,vfw,3,512,85,14989.5176,84.9902,14.1484,25.1287,6328.2744,10624.3044,0.0113,0.2,50.0
train,vfw,3,896,35,9581.7228,35.0141,5.9262,25.105,1434.4852,8862.0042,0.1955,0.8661,50.0
train,vfw,4,512,35,9426.4628,35.005,6.4985,27.3854,1522.9824,6735.5533,0.1292,0.866,50.0
train,vfw,2,640,25,8514.2332,24.9976,12.6959,24.7018,840.6017,9180.6196,0.0248,0.9998,50.0
train,vfw,4,384,45,10565.1512,45.0051,6.4342,41.5852,2715.6723,8695.4922,0.0893,0.7327,50.0
train,vfw,2,768,60,12295.2509,59.9784,15.8845,25.1789,3908.9706,10346.0961,0.0376,0.5331,50.0
train,vfw,3,896,85,15016.8771,85.0375,11.8727,25.6815,5123.3511,10536.4385,0.1329,0.1999,50.0
train,vfw,3,640,80,14456.9533,80.0132,11.2622,25.2951,5442.1456,10493.4638,0.0614,0.2666,50.0
train,vfw,4,256,45,10591.9899,44.9926,7.5222,54.6339,2558.1326,9501.3488,0.0671,0.7327,50.0
train,vfw,1,384,25,8413.5954,24.9947,29.5952,36.6707,932.0919,9172.8044,0.0436,0.9996,49.0
train,vfw,1,1024,85,15040.1376,84.9181,31.4759,24.0663,5893.6947,10543.6817,0.029,0.1998,50.0
train,vfw,2,1024,85,15001.6826,84.9961,17.5309,26.0802,6382.83,10909.6763,0.0311,0.1998,50.0
train,vfw,1,512,60,12231.9006,60.0179,36.9993,24.6053,3949.3792,10003.6304,0.0067,0.5333,50.0
train,vfw,1,768,55,11718.1585,54.9926,30.7091,23.9903,3151.7165,9898.9767,0.032,0.5998,50.0
train,vfw,4,896,100,16641.0251,100.0748,11.5777,28.3911,7588.1727,11181.9858,0.0841,0.0025,50.0
train,vfw,4,256,85,14980.9296,84.9644,10.0728,56.2949,6231.4877,10608.7073,0.0286,0.1998,50.0
train,vfw,1,512,50,11125.6753,50.004,33.0948,24.3755,2949.9948,9787.9876,0.0051,0.6667,50.0
train,vfw,4,640,95,16070.1858,95.0181,11.6295,28.7387,7612.406,10812.0899,0.0512,0.0674,50.0
train,vfw,3,896,30,9054.2287,30.0181,7.6574,24.8485,1206.2342,8604.1692,0.3007,0.9328,50.0
train,vfw,2,256,80,14441.7408,79.9993,21.9667,50.4946,5540.189,10430.4991,0.0349,0.2664,50.0
train,vfw,1,768,30,8963.3694,29.9738,22.9118,23.7381,955.9384,8967.7426,0.0409,0.933,50.0
train,vfw,4,256,85,14978.6525,84.9601,10.5704,55.9262,5752.6668,10352.475,0.0286,0.1998,50.0
train,vfw,1,768,85,15014.3261,84.9931,39.7365,24.5453,5731.4697,10762.991,0.0435,0.1999,50.0
train,vfw,3,256,85,14953.3733,84.9863,15.7518,51.3363,6125.6526,10780.613,0.0114,0.2,50.0
train,vfw,4,1024,30,9008.2604,29.9868,7.0768,26.8824,549.862,8618.999,0.4064,0.9328,49.0
train,vfw,1,384,30,8960.2332,29.9803,31.15,36.7887,894.9155,8788.8558,0.0416,0.933,49.0
train,vfw,2,768,50,11226.2312,49.9901,15.4062,25.1408,2999.7717,9848.8805,0.0378,0.6664,50.0
train,vfw,2,256,99999,18963.9424,126.9558,29.9391,50.7783,6802.8975,7570.635,0.0015,0.0,50.0
train,vfw,4,896,65,12804.9558,65.037,9.2009,27.8683,4241.1933,9805.3859,0.1767,0.4676,50.0
train,vfw,2,768,45,10672.9322,44.986,14.1892,25.0232,2437.1049,9915.054,0.0444,0.733,50.0
train,vfw,4,768,85,14972.9914,85.0252,11.8267,27.8243,5697.1578,10056.3346,0.0694,0.2012,50.0
train,vfw,4,896,90,15537.0252,90.0551,10.4266,28.2383,6567.1478,10857.6624,0.0606,0.1354,50.0
train,vfw,1,896,99999,18975.7326,126.9191,47.5423,24.1914,9230.8396,10683.0006,0.0014,0.0,50.0
train,vfw,2,768,75,13927.6331,74.9697,17.4916,25.3381,4841.8341,10075.6331,0.026,0.3332,50.0
train,vfw,2,384,95,16091.8447,94.9799,23.6997,37.1677,7273.3803,11250.6998,0.0163,0.0666,50.0
train,vfw,2,640,60,12303.4048,59.969,17.0657,24.764,3490.5697,9801.2972,0.0199,0.5332,50.0
train,vfw,2,1024,35,9620.6243,35.0096,12.8829,25.4333,1720.8383,9581.5127,0.088,0.866,50.0
train,vfw,4,512,80,14397.2654,80.0083,11.3765,28.5101,5748.3572,10081.7912,0.0495,0.2665,50.0
train,vfw,4,896,25,8432.2922,24.9905,5.4959,27.3759,1019.0561,8683.8448,0.3625,0.9992,49.0
train,vfw,1,768,99999,18981.0898,126.9302,53.9372,23.7393,9912.1255,11038.3056,0.0013,0.0,50.0
train,vfw,3,384,60,12287.1612,59.9893,12.5845,38.2815,3924.0249,9152.1581,0.0066,0.5333,50.0
train,vfw,3,256,45,10653.0429,45.0038,12.6857,51.6078,2495.989,7570.0783,0.0037,0.7333,50.0
train,vfw,2,512,25,8506.9841,24.9916,12.2259,24.2562,409.8429,8632.1941,0.0,1.0,50.0
train,vfw,3,1024,80,14467.2921,80.0416,10.8301,26.5157,4665.7834,11003.6184,0.0645,0.2665,50.0
train,vfw,4,512,40,9978.8061,40.0029,8.7596,27.9111,1926.9662,7186.8267,0.1204,0.7994,50.0
train,vfw,3,1024,100,16633.7666,100.0015,11.4746,26.989,6540.9786,11062.1613,0.0139,0.0,50.0
train,vfw,1,512,95,16098.8558,95.0979,51.1068,25.231,7502.6719,11415.3778,0.0133,0.0667,50.0
train,vfw,1,256,70,13327.77,69.8225,47.6553,48.4143,4090.3643,9509.5921,0.0434,0.3997,49.0
validation,vfw,2,512,25,8470.1111,24.9995,11.9778,25.2749,409.5333,5810.4444,0.9912,0.9992,50.0
train,vfw,3,640,90,15534.157,89.9996,12.3089,25.6632,6406.7571,10511.9872,0.0256,0.1333,50.0
train,vfw,4,896,95,16084.9219,95.064,11.3895,28.2106,6848.8484,10854.4437,0.0373,0.0689,50.0
train,vfw,1,384,60,12241.7574,59.954,40.0918,36.8344,3676.093,9969.2204,0.0299,0.5331,49.0
train,vfw,3,640,65,12825.5149,64.9662,9.8701,25.4217,3670.2754,9381.6321,0.0635,0.4666,50.0
train,vfw,1,1024,45,10653.0188,44.9718,22.8497,23.4806,2574.3268,9577.3931,0.0681,0.7327,50.0
train,vfw,1,896,50,11177.8067,49.9576,26.6065,23.8412,2344.723,9332.9396,0.0486,0.6663,50.0
train,vfw,4,896,50,11167.0807,50.0317,7.6892,27.6362,2650.9634,9289.1065,0.2464,0.667,50.0
train,vfw,3,384,100,16595.7171,99.9862,17.2102,38.3085,7491.5586,11212.4168,0.0141,0.0,50.0
train,vfw,2,512,65,12845.5607,64.9495,18.3097,24.4378,4112.1583,9935.7899,0.0076,0.4667,50.0
train,vfw,3,512,99999,18953.499,126.9432,16.5464,24.8874,7471.9117,8399.9991,0.0016,0.0,50.0
train,vfw,4,896,85,14999.398,85.0666,9.6458,28.2228,6505.4236,11107.8264,0.0838,0.2018,50.0
